id,alias,name,image_url,is_closed,url,review_count,categories,rating,transactions,price,phone,display_phone,distance,parent_categories,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
rJzr2W9UqvpIbAxGzvBL4g,o-hearns-pub-lomita-3,O'Hearn's Pub,https://s3-media3.fl.yelpcdn.com/bphoto/U90WUnUPLvE4XVJF4IPiIg/o.jpg,False,https://www.yelp.com/biz/o-hearns-pub-lomita-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,56,"burgers, musicvenues, pubs",4.0,['delivery'],$,+13105349468,(310) 534-9468,4483.69763915913,,33.7897062,-118.310623,1831 W Pacific Coast Hwy,,,Lomita,90717,US,CA,"['1831 W Pacific Coast Hwy', 'Lomita, CA 90717']"
e5BudD7Ln26uX-gv00WiJA,del-taco-san-pedro,Del Taco,https://s3-media3.fl.yelpcdn.com/bphoto/9FQyHRj0YuOKhM4emZUixQ/o.jpg,False,https://www.yelp.com/biz/del-taco-san-pedro?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,78,"mexican, hotdogs",2.5,['delivery'],$,+13102210643,(310) 221-0643,594.1255779008517,,33.7524224359846,-118.308141400909,1006 N Western Ave,,,San Pedro,90732,US,CA,"['1006 N Western Ave', 'San Pedro, CA 90732']"
Qvegijr3CeeeNYDxdxZn1A,jolly-burrito-san-pedro-4,Jolly Burrito,https://s3-media3.fl.yelpcdn.com/bphoto/pDco3kdORgvwYnb7YgYPmA/o.jpg,False,https://www.yelp.com/biz/jolly-burrito-san-pedro-4?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,119,"mexican, hotdogs",3.0,"['pickup', 'delivery']",$,+13108329196,(310) 832-9196,2745.64647347605,,33.737333,-118.287613,726 S Pacific Ave,,,San Pedro,90731,US,CA,"['726 S Pacific Ave', 'San Pedro, CA 90731']"
g4whkZQIJeiMAtUatFnYDw,palos-verdes-rancho-palos-verdes,Palos Verdes,https://s3-media2.fl.yelpcdn.com/bphoto/Gt7BTJ4P8aXyo_engou5-w/o.jpg,False,https://www.yelp.com/biz/palos-verdes-rancho-palos-verdes?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,24,localflavor,4.5,[],,,,4664.501102757778,,33.77302,-118.38786,,,,Rancho Palos Verdes,90275,US,CA,"['Rancho Palos Verdes, CA 90275']"
1PUdhxMXL4yXcWKob5zjog,hella-halo-sacramento-5,Hella-Halo,https://s3-media1.fl.yelpcdn.com/bphoto/OzYmFzpBp5jbG7TK2lOG9A/o.jpg,False,https://www.yelp.com/biz/hella-halo-sacramento-5?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,52,"icecream, foodstands",4.5,[],,+19162450041,(916) 245-0041,10088.888263194784,,38.49029,-121.40166,,,,Sacramento,95828,US,CA,"['Sacramento, CA 95828']"
xfdwzxxo0GMiHcUNyW7rUA,new-york-pizza-elk-grove-2,New York Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/1RB3B2RqfuQNbGxCCaQzEA/o.jpg,False,https://www.yelp.com/biz/new-york-pizza-elk-grove-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,89,pizza,3.5,['delivery'],$,+19166856666,(916) 685-6666,6788.980907246393,,38.4034182,-121.3716349,9750 Elk Grove-Florin Rd,,,Elk Grove,95624,US,CA,"['9750 Elk Grove-Florin Rd', 'Elk Grove, CA 95624']"
V87JQ4Kq4yoWxqF9_s1RVw,the-old-spaghetti-factory-elk-grove,The Old Spaghetti Factory,https://s3-media2.fl.yelpcdn.com/bphoto/3V_lRw3tOaI2MKeMuipHxg/o.jpg,False,https://www.yelp.com/biz/the-old-spaghetti-factory-elk-grove?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,351,"italian, catering",3.0,['delivery'],$$,+19164782400,(916) 478-2400,9632.737231480196,,38.423743,-121.412887,7727 Laguna Blvd,,,Elk Grove,95758,US,CA,"['7727 Laguna Blvd', 'Elk Grove, CA 95758']"
Ur0i8YVdwBTcRuT_ETUUkg,royal-kabob-and-gyro-elk-grove,Royal Kabob & Gyro,https://s3-media3.fl.yelpcdn.com/bphoto/0Ut2FtiW-7XE8lo2fll7Pg/o.jpg,False,https://www.yelp.com/biz/royal-kabob-and-gyro-elk-grove?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,37,mediterranean,4.5,"['pickup', 'delivery']",,+19166908889,(916) 690-8889,7850.6734754135305,,38.425015167873326,-121.3924917428854,9160 E Stockton Blvd,Ste 130,,Elk Grove,95624,US,CA,"['9160 E Stockton Blvd', 'Ste 130', 'Elk Grove, CA 95624']"
Km2X1kZOfIU796e8_8XRlw,pegasus-bakery-and-cafe-sacramento,Pegasus Bakery & Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/u0E2JktBRDOaL_GpZ6wnow/o.jpg,False,https://www.yelp.com/biz/pegasus-bakery-and-cafe-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,231,bakeries,4.0,['delivery'],$,+19166627733,(916) 662-7733,13635.965730632053,,38.5022488,-121.4310819,6825 Stockton Blvd,Ste 265-270,,Sacramento,95823,US,CA,"['6825 Stockton Blvd', 'Ste 265-270', 'Sacramento, CA 95823']"
XB7-QO1eHMyiH4DFe6hC5w,well-season-elk-grove-2,Well Season,https://s3-media1.fl.yelpcdn.com/bphoto/8MYmbagyySVuIQ5q9qoBlg/o.jpg,False,https://www.yelp.com/biz/well-season-elk-grove-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,507,"dimsum, cantonese, noodles",3.0,['delivery'],$$,+19166843388,(916) 684-3388,9998.827454044073,,38.4274479535251,-121.417442933136,9089 Bruceville Rd,,,Elk Grove,95758,US,CA,"['9089 Bruceville Rd', 'Elk Grove, CA 95758']"
vn0Ty72sjA0ToQpyvNn1ng,peony-palace-elk-grove,Peony Palace,https://s3-media4.fl.yelpcdn.com/bphoto/HCZOwtx0h9BdYYZRF_kiIQ/o.jpg,False,https://www.yelp.com/biz/peony-palace-elk-grove?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,398,"chinese, mongolian",3.5,"['pickup', 'delivery']",$$,+19166873820,(916) 687-3820,10926.020299849675,,38.3938280826914,-121.418404857703,10058 Bruceville Rd,Ste 100,,Elk Grove,95759,US,CA,"['10058 Bruceville Rd', 'Ste 100', 'Elk Grove, CA 95759']"
o9TE0Z7ei28Mqlhq8LLzcw,crazy-sushi-elk-grove,Crazy Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/A0a8SlbPL9Q80sKVezSs_Q/o.jpg,False,https://www.yelp.com/biz/crazy-sushi-elk-grove?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,696,sushi,2.5,['delivery'],$$,+19166912228,(916) 691-2228,10004.36671882905,,38.4244596488079,-121.417251690807,7419 Laguna Blvd,Ste 140,,Elk Grove,95758,US,CA,"['7419 Laguna Blvd', 'Ste 140', 'Elk Grove, CA 95758']"
vfg6n1YLMaeyZ8eye5lycw,pho-kim-anh-elk-grove-3,Pho Kim Anh,https://s3-media2.fl.yelpcdn.com/bphoto/mWZHVNVUTX-r2w55mYycwA/o.jpg,False,https://www.yelp.com/biz/pho-kim-anh-elk-grove-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,185,vietnamese,3.0,['delivery'],$,+19166473085,(916) 647-3085,7783.364625003515,,38.4094534,-121.3871237,8527 Elk Grove Blvd,,,Elk Grove,95624,US,CA,"['8527 Elk Grove Blvd', 'Elk Grove, CA 95624']"
hQepaD0kR3CIrYcTFCOO-g,starbucks-sacramento-167,Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/-FHJnCyJCuZT0IO82TTBRQ/o.jpg,False,https://www.yelp.com/biz/starbucks-sacramento-167?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,118,coffee,3.5,['delivery'],$,+19166888505,(916) 688-8505,9153.51656443557,,38.455322,-121.403554,8240 Calvine Rd,A,,Sacramento,95828,US,CA,"['8240 Calvine Rd', 'A', 'Sacramento, CA 95828']"
4Owx2k0Q4XkQyNEvftdHSA,bangkok-thai-sacramento,Bangkok Thai,https://s3-media4.fl.yelpcdn.com/bphoto/febqyejHAbfZN_9zhvHDXg/o.jpg,False,https://www.yelp.com/biz/bangkok-thai-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,128,"salad, thai, seafood",4.5,['delivery'],$$,+19163939445,(916) 393-9445,13536.546083007846,,38.5020560016651,-121.429859027266,6840 65th St,Ste 130,,Sacramento,95828,US,CA,"['6840 65th St', 'Ste 130', 'Sacramento, CA 95828']"
Hrh5w9C3LFbmgb0WLfuKQA,spice-of-life-sacramento-4,Spice Of Life,https://s3-media4.fl.yelpcdn.com/bphoto/gbiseYpX74T0u5j-ZFFTeQ/o.jpg,False,https://www.yelp.com/biz/spice-of-life-sacramento-4?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,262,"chinese, pakistani, indpak",4.0,"['pickup', 'delivery']",$$,+19166899109,(916) 689-9109,11645.452025833833,,38.472023,-121.426323,6640 Valley Hi Dr,,,Sacramento,95823,US,CA,"['6640 Valley Hi Dr', 'Sacramento, CA 95823']"
Bk-Z5n-m4tuLKXp93iujQQ,ginelles-bakery-elk-grove,Ginelle's Bakery,https://s3-media4.fl.yelpcdn.com/bphoto/42VdZDFOTSybYI_wUR5GNQ/o.jpg,False,https://www.yelp.com/biz/ginelles-bakery-elk-grove?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,159,"desserts, bakeries, filipino",3.5,['delivery'],$,+19166272993,(916) 627-2993,9950.594675884598,,38.42973867703817,-121.41699835889551,9015 Bruceville Rd,Ste 120,,Elk Grove,95758,US,CA,"['9015 Bruceville Rd', 'Ste 120', 'Elk Grove, CA 95758']"
WtCoasJ-mWGL2N9NZlrS1g,gong-cha-sacramento,Gong Cha,https://s3-media2.fl.yelpcdn.com/bphoto/43zvSOEfNs-pyMlI2YPyBQ/o.jpg,False,https://www.yelp.com/biz/gong-cha-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,259,"coffee, bubbletea, juicebars",4.0,['delivery'],$,,,13635.440191532838,,38.5023398,-121.4318766,6825 Stockton Blvd,Ste 230,,Sacramento,95823,US,CA,"['6825 Stockton Blvd', 'Ste 230', 'Sacramento, CA 95823']"
UgQiFZ6xfboNilC6kRqIfg,have-you-found-the-sweet-spot-sacramento,Have You Found The Sweet Spot,https://s3-media4.fl.yelpcdn.com/bphoto/5CvcKlRyGgylWndb--pluw/o.jpg,False,https://www.yelp.com/biz/have-you-found-the-sweet-spot-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,30,"desserts, cupcakes, foodtrucks",4.0,[],$,+19167094790,(916) 709-4790,7101.705327989531,,38.46347,-121.36287,,,,Sacramento,95829,US,CA,"['Sacramento, CA 95829']"
u2gVbX_qWQjzS7sfYui11Q,new-york-pizza-elk-grove-3,New York Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/6cYqSC57KU9CKIVEHS2KtQ/o.jpg,False,https://www.yelp.com/biz/new-york-pizza-elk-grove-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,120,pizza,3.5,['delivery'],$$,+19166842800,(916) 684-2800,9978.165412515953,,38.42841,-121.41737,9059 Bruceville Rd,Ste 150,,Elk Grove,95758,US,CA,"['9059 Bruceville Rd', 'Ste 150', 'Elk Grove, CA 95758']"
yJZ1LzdRTQRjo-X1jjjTkg,las-palmas-pupuseria-and-carniceria-sacramento,Las Palmas Pupuseria & Carniceria,https://s3-media3.fl.yelpcdn.com/bphoto/oQ7f7na5Z7a8WDW4DWCoSw/o.jpg,False,https://www.yelp.com/biz/las-palmas-pupuseria-and-carniceria-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,172,"mexican, salvadoran",4.0,['delivery'],$,+19163922095,(916) 392-2095,12572.075226635927,,38.489674,-121.42691,7386 Stockton Blvd,Ste 1,,Sacramento,95823,US,CA,"['7386 Stockton Blvd', 'Ste 1', 'Sacramento, CA 95823']"
ssRhn1zJpcgASG5KanH5EA,louisiana-heaven-sacramento-2,Louisiana Heaven,https://s3-media3.fl.yelpcdn.com/bphoto/OridyvmAR6jw7pgBH8-Q6A/o.jpg,False,https://www.yelp.com/biz/louisiana-heaven-sacramento-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,147,"desserts, cajun, comfortfood",4.0,"['pickup', 'delivery']",$$,+19166894800,(916) 689-4800,11727.952680435339,,38.471283,-121.427673,6623 Valley Hi Dr,,,Sacramento,95823,US,CA,"['6623 Valley Hi Dr', 'Sacramento, CA 95823']"
kzAdljvG9KH4Vnhs32kDMw,butt3rmilk-cafe-sacramento,Butt3rmilk Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/pOuCCN3vUz5ExZMr19Zwaw/o.jpg,False,https://www.yelp.com/biz/butt3rmilk-cafe-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,145,"burgers, breakfast_brunch",4.0,['delivery'],,+19163869878,(916) 386-9878,11544.896855143903,,38.50988,-121.39016,6425 Florin Perkins Rd,,,Sacramento,95828,US,CA,"['6425 Florin Perkins Rd', 'Sacramento, CA 95828']"
qWd1GkOEK3qU9e5nxd3NqQ,thai-mango-sacramento,Thai Mango,https://s3-media1.fl.yelpcdn.com/bphoto/pcXjCVaoyFrmKxhkxllqtw/o.jpg,False,https://www.yelp.com/biz/thai-mango-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,137,"laotian, thai",4.0,"['pickup', 'delivery']",$$,+19168829456,(916) 882-9456,11015.936736563392,,38.47319,-121.41788,7837 Stockton Blvd,Ste 700,,Sacramento,95823,US,CA,"['7837 Stockton Blvd', 'Ste 700', 'Sacramento, CA 95823']"
FKUm37NjByTxfMdLbAMEaQ,dawa-teriyaki-sacramento,Dawa Teriyaki,https://s3-media4.fl.yelpcdn.com/bphoto/qcPM9NcXiWDMIEok64CJeg/o.jpg,False,https://www.yelp.com/biz/dawa-teriyaki-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,47,japanese,4.5,['delivery'],,+19167063454,(916) 706-3454,10413.611933899674,,38.4950991226902,-121.391057185829,8484 Florin Rd,Ste 150,,Sacramento,95828,US,CA,"['8484 Florin Rd', 'Ste 150', 'Sacramento, CA 95828']"
S16RcJqePsvB7yAVzwS5ew,jimboys-tacos-elk-grove-3,Jimboy's Tacos,https://s3-media4.fl.yelpcdn.com/bphoto/rdVFKdGcVwNvtO9yfyZy9A/o.jpg,False,https://www.yelp.com/biz/jimboys-tacos-elk-grove-3?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,127,mexican,3.5,"['pickup', 'delivery']",$,+19166851940,(916) 685-1940,7464.157175102558,,38.4088251,-121.3830576,8670 Elk Grove Blvd,,,Elk Grove,95624,US,CA,"['8670 Elk Grove Blvd', 'Elk Grove, CA 95624']"
lIZm2-jaXqiQB7zi1CSivg,golden-corral-buffet-and-grill-sacramento-2,Golden Corral Buffet & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/u9Z9kq5ztF2XSy5EZPLj9A/o.jpg,False,https://www.yelp.com/biz/golden-corral-buffet-and-grill-sacramento-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,448,"tradamerican, buffets",2.5,"['pickup', 'delivery']",$$,+19166894300,(916) 689-4300,9831.689753881425,,38.4547756,-121.4118412,7700 W. Stockton Blvd.,,,Sacramento,95823,US,CA,"['7700 W. Stockton Blvd.', 'Sacramento, CA 95823']"
dAZIBtO5eE4TdHK6jzqH_A,chipotle-mexican-grill-elk-grove,Chipotle Mexican Grill,https://s3-media1.fl.yelpcdn.com/bphoto/2tBE8gDyr4V6fU-bKQXQFg/o.jpg,False,https://www.yelp.com/biz/chipotle-mexican-grill-elk-grove?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,512,"mexican, hotdogs",2.5,['delivery'],$,+19164782360,(916) 478-2360,9867.567725483666,,38.423184,-121.415526,7440 Laguna Blvd,Ste 124,,Elk Grove,95758,US,CA,"['7440 Laguna Blvd', 'Ste 124', 'Elk Grove, CA 95758']"
jjUTEnBiklNuk8GCgU6VAg,fresh-wok-express-sacramento,Fresh Wok Express,https://s3-media4.fl.yelpcdn.com/bphoto/MPJjGwnYDYTB6zxCT_dMow/o.jpg,False,https://www.yelp.com/biz/fresh-wok-express-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,34,"chinese, hotdogs",4.5,[],,+19165855698,(916) 585-5698,10558.406046538996,,38.480578,-121.406958,8136 Gerber Rd,,,Sacramento,95828,US,CA,"['8136 Gerber Rd', 'Sacramento, CA 95828']"
NwHd77ZZHuE_pJ0PNNrakg,plates-café-and-catering-sacramento,Plates Café and Catering,https://s3-media2.fl.yelpcdn.com/bphoto/n9E6jkOGjHRBY48OPknlbQ/o.jpg,False,https://www.yelp.com/biz/plates-caf%C3%A9-and-catering-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,86,"sandwiches, tradamerican, salad",4.5,['delivery'],$,+19163812233,(916) 381-2233,13157.135452524422,,38.5241436,-121.397454,14 Business Pkwy,Bldg 149,,Sacramento,95826,US,CA,"['14 Business Pkwy', 'Bldg 149', 'Sacramento, CA 95826']"
zVQQalaSt5eRPwWAlG0vlQ,sac-tacos-cordova,Sac Tacos,https://s3-media1.fl.yelpcdn.com/bphoto/IoyMDJ372mJv3y4JrgjZFw/o.jpg,False,https://www.yelp.com/biz/sac-tacos-cordova?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,257,"foodtrucks, tacos",4.0,"['pickup', 'delivery']",$$,+19165293285,(916) 529-3285,16851.872604049866,,38.58299,-121.3165,10117 Folsom Bl Rancho,,,Cordova,95610,US,CA,"['10117 Folsom Bl Rancho', 'Cordova, CA 95610']"
N2foJlKA3LDXiY5jIEmbxg,sweethoney-dessert-sacramento-2,Sweethoney Dessert,https://s3-media2.fl.yelpcdn.com/bphoto/WBniVp0nlV-GSYMA1OlvhQ/o.jpg,False,https://www.yelp.com/biz/sweethoney-dessert-sacramento-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,166,"hkcafe, desserts",4.0,"['pickup', 'delivery']",$,+19167061979,(916) 706-1979,13635.426491401215,,38.5022701053379,-121.431055292487,6825 Stockton Blvd,Ste 240,,Sacramento,95823,US,CA,"['6825 Stockton Blvd', 'Ste 240', 'Sacramento, CA 95823']"
h8aLl4oF8AobZRyv8kF4Cw,peets-coffee-elk-grove-4,Peet's Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/hCxiVrNWiCt7q9GICAk7nw/o.jpg,False,https://www.yelp.com/biz/peets-coffee-elk-grove-4?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,66,coffeeroasteries,4.0,['delivery'],$,+19164780577,(916) 478-0577,10446.724899695106,,38.40923,-121.41942,7127 Elk Grove Blvd,Ste 101,,Elk Grove,95758,US,CA,"['7127 Elk Grove Blvd', 'Ste 101', 'Elk Grove, CA 95758']"
Zs1To0PcHc50RWRaqMzlWg,la-bou-elk-grove,La Bou,https://s3-media2.fl.yelpcdn.com/bphoto/9pTCE_sqrVKBZcn49pDh6w/o.jpg,False,https://www.yelp.com/biz/la-bou-elk-grove?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,177,"coffee, sandwiches, bakeries",3.0,"['pickup', 'delivery']",$,+19166864672,(916) 686-4672,7373.6192831719645,,38.40849,-121.38189,8694 Elk Grove Blvd,,,Elk Grove,95624,US,CA,"['8694 Elk Grove Blvd', 'Elk Grove, CA 95624']"
tpsvvXUT-OtjIiLijK6TmA,l-and-l-hawaiian-barbecue-sacramento-10,L&L Hawaiian Barbecue,https://s3-media1.fl.yelpcdn.com/bphoto/fgGpF_fs_b9d-y-fa3nxEA/o.jpg,False,https://www.yelp.com/biz/l-and-l-hawaiian-barbecue-sacramento-10?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,214,"bbq, hawaiian",3.5,['delivery'],$$,+19166899331,(916) 689-9331,11975.389884425338,,38.47468,-121.42911,6301 Mack Rd,,,Sacramento,95823,US,CA,"['6301 Mack Rd', 'Sacramento, CA 95823']"
hb3F1XRtk-xcvjbvQ5pJng,super-taco-mexican-restaurants-sacramento,Super Taco Mexican Restaurants,https://s3-media3.fl.yelpcdn.com/bphoto/-54aKkmr7pqOYkzOenRfbQ/o.jpg,False,https://www.yelp.com/biz/super-taco-mexican-restaurants-sacramento?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,231,mexican,3.5,"['pickup', 'delivery']",$,+19163952425,(916) 395-2425,12003.552938399747,,38.47317,-121.42982,6200 Mack Rd,Ste B,,Sacramento,95823,US,CA,"['6200 Mack Rd', 'Ste B', 'Sacramento, CA 95823']"
rGaciAcuqFF_jK-6I4m3Bw,tinas-tacos-and-catering-elk-grove-2,Tina's Tacos & Catering,https://s3-media4.fl.yelpcdn.com/bphoto/gRj5kv1onPEaPHxFdnjOcw/o.jpg,False,https://www.yelp.com/biz/tinas-tacos-and-catering-elk-grove-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,24,"foodtrucks, tacos",4.5,[],$,+19162062798,(916) 206-2798,8563.674491981585,,38.4247743127422,-121.400684609912,9150 W Stockton Blvd,,,Elk Grove,95758,US,CA,"['9150 W Stockton Blvd', 'Elk Grove, CA 95758']"
QLPturRGtclGeAqUqqEAGA,outback-steakhouse-elk-grove,Outback Steakhouse,https://s3-media4.fl.yelpcdn.com/bphoto/ovR6P2_REd162A3piKCl6w/o.jpg,False,https://www.yelp.com/biz/outback-steakhouse-elk-grove?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,386,steak,3.0,[],$$,+19167140141,(916) 714-0141,10202.449314700822,,38.42404923465108,-121.4194892,7221 Laguna Blvd,,,Elk Grove,95758,US,CA,"['7221 Laguna Blvd', 'Elk Grove, CA 95758']"
FvunSIHHwc_HhyCApB_cfw,tasty-pot-sacramento-2,Tasty Pot,https://s3-media4.fl.yelpcdn.com/bphoto/FxepdI_Y4_GRRIeVW1BNig/o.jpg,False,https://www.yelp.com/biz/tasty-pot-sacramento-2?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,289,"hotpot, desserts, taiwanese",3.5,['delivery'],$$,+19164292366,(916) 429-2366,13648.69725559187,,38.50085,-121.43224,6910 65th St,Ste 105,,Sacramento,95823,US,CA,"['6910 65th St', 'Ste 105', 'Sacramento, CA 95823']"
3Pi9Emloq2CcvzOP-TLfaQ,jamba-elk-grove-7,Jamba,https://s3-media2.fl.yelpcdn.com/bphoto/TqEMTW3wwJmdHpafbzruZA/o.jpg,False,https://www.yelp.com/biz/jamba-elk-grove-7?adjust_creative=MmLrhxyBCAYTo9x73GGJtA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=MmLrhxyBCAYTo9x73GGJtA,47,"sandwiches, juicebars",3.5,[],$,+19166908750,(916) 690-8750,5029.509930312849,,38.40866,-121.35247,30-C San Pablo Towne Ctr,Ste 160,,Elk Grove,95624,US,CA,"['30-C San Pablo Towne Ctr', 'Ste 160', 'Elk Grove, CA 95624']"
