Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Kit Type,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
iron doorplate,,Ash brown,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,1500,Beige,Beige,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_4_0,4_0,4752,AgfGgDBWg5w96Szec
iron doorplate,,Gold,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,1500,Yellow,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_5_0,5_0,4752,cJH6ZBwA7hYhEYRe4
iron doorplate,,Pink,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,1500,Orange,Orange,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_6_0,6_0,4752,kniB4PPXCJsLPWqfS
iron doorplate,,Brown,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,1500,Brown,Brown,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,iron,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentIron_Remake_7_0,7_0,4752,c72kTdRFSyCC8wPrv
iron wall lamp,,Black,Body color,NA,NA,Yes,Yes,No,5,Normal,NFS,3400,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,Lighting,Yes,Lamp,No,Fluorescent,No,Not for sale,1.0.0,Yes,FtrIronLampW_Remake_0_0,0_0,3559,GGEo4iYWTQ83wfzFG
iron wall lamp,,White,Body color,NA,NA,Yes,Yes,No,5,Normal,NFS,3400,White,White,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,Lighting,Yes,Lamp,No,Fluorescent,No,Not for sale,1.0.0,Yes,FtrIronLampW_Remake_1_0,1_0,3559,mWS3p4BbybkxAf9qq
iron wall rack,,Black,Body color,NA,NA,Yes,Yes,No,4,Normal,NFS,2450,Black,Gray,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,None,No,Shelf,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronShelfW_Remake_0_0,0_0,3562,RtqKrio5AzxSXrtR6
iron wall rack,,White,Body color,NA,NA,Yes,Yes,No,4,Normal,NFS,2450,White,Gray,NA,NA,1x1,Crafting,,NA,NA,103,living room,workshop,iron,None,None,No,Shelf,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronShelfW_Remake_1_0,1_0,3562,rZ7WRonzrHopTMqB4
ironwood clock,,Birch,Lumber type,NA,NA,Yes,Yes,No,3,Normal,NFS,1740,Beige,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_0_0,0_0,3275,vNKBuJATboP4WJc5J
ironwood clock,,Teak,Lumber type,NA,NA,Yes,Yes,No,3,Normal,NFS,1740,Orange,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_1_0,1_0,3275,zmzEqh5vjj5RQwqcK
ironwood clock,,Walnut,Lumber type,NA,NA,Yes,Yes,No,3,Normal,NFS,1740,Brown,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_2_0,2_0,3275,fCsjzpfLvToKtc4nB
ironwood clock,,Old,Lumber type,NA,NA,Yes,Yes,No,3,Normal,NFS,1740,Brown,Black,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_3_0,3_0,3275,47Ra3WcTeNPgqHCnY
ironwood clock,,Oak,Lumber type,NA,NA,Yes,Yes,No,3,Normal,NFS,1740,Orange,White,NA,NA,1x1,Crafting,,NA,NA,103,living room,None,ironwood,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrIronwoodClockW_Remake_4_0,4_0,3275,MozZeSXja3QephxQa
Jack's portrait,,NA,NA,NA,NA,No,No,No,NA,None,NFS,2000,Orange,Black,NA,NA,1x1.5,Jack,Received in the mail,Halloween (ready days),Yes,573,horror,None,None,None,None,No,Seasonal Decor,No,No lighting,No,Not for sale,1.5.0,Yes,FtrHwnPortraitWall,NA,13353,wy7NKPRDfh4Zc6XmC
key holder,,Dark wood,Body color,NA,NA,Yes,Yes,No,2,Normal,NFS,1110,Brown,Brown,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Facility Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_0_0,0_0,3992,mYSFGJ3EvfN65AxFk
key holder,,Brown wood,Body color,NA,NA,Yes,Yes,No,2,Normal,NFS,1110,Beige,Beige,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Facility Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_1_0,1_0,3992,mjemGmkyrZnabhRHo
key holder,,White,Body color,NA,NA,Yes,Yes,No,2,Normal,NFS,1110,White,White,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Facility Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_2_0,2_0,3992,GNDXQmdfgZJPD6ebE
key holder,,Black,Body color,NA,NA,Yes,Yes,No,2,Normal,NFS,1110,Black,Black,NA,NA,1x1,Crafting,,NA,NA,103,workshop,living room,None,None,None,No,Facility Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrKeyhanger_Remake_3_0,3_0,3992,Dygq8pkpSW8QePpYg
Kiki & Lala clock,,NA,NA,NA,NA,No,No,No,NA,None,1000,250,Yellow,Pink,NA,NA,1x1,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,201,fancy,None,Kiki & Lala,None,Clock,Yes,Kiki & Lala,No,No lighting,No,Not in catalog,1.9.0,Yes,FtrSanrioLtsClockWall,NA,12242,BxkwA29WtZEhyhXwS
Leo sculpture,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,21975,White,Yellow,NA,NA,1x1,Crafting,,Leo,Yes,301,expensive,None,stars,None,None,No,Sculpture,No,No lighting,No,Not for sale,1.0.0,Yes,FtrZodiacLeo,NA,5964,WWysMfHGukSAM2Qph
light switch,,Gray,NA,NA,NA,No,No,No,NA,None,340,85,Gray,Black,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,living room,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_0_0,0_0,3471,rQE2byXQiBvr53TgP
light switch,,Brown,NA,NA,NA,No,No,No,NA,None,340,85,Brown,Gray,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,living room,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_1_0,1_0,3471,r6BvCjdKczDuXMiHJ
light switch,,White,NA,NA,NA,No,No,No,NA,None,340,85,White,White,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,living room,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_2_0,2_0,3471,y6iByh2HeM4ec8meb
light switch,,Wood grain,NA,NA,NA,No,No,No,NA,None,340,85,Brown,White,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,living room,facility,None,None,None,Yes,Home Appliances,No,No lighting,No,For sale,1.0.0,Yes,FtrSwitchWall_Remake_3_0,3_0,3471,JB7zeDsK92ybsrtMb
lily wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,720,Red,Yellow,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathYuri,NA,5641,zxaMEH6t7K7emezta
log wall-mounted clock,,Dark wood,Lumber type,NA,NA,Yes,Yes,No,2,Normal,NFS,990,Brown,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_0_0,0_0,4037,mz684LXNfkspZDLDf
log wall-mounted clock,,Orange wood,Lumber type,NA,NA,Yes,Yes,No,2,Normal,NFS,990,Orange,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_1_0,1_0,4037,HvQyCt84xohvzGnzo
log wall-mounted clock,,White wood,Lumber type,NA,NA,Yes,Yes,No,2,Normal,NFS,990,Beige,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_2_0,2_0,4037,BjGQNh6EjAswWu4hT
log wall-mounted clock,,White birch,Lumber type,NA,NA,Yes,Yes,No,2,Normal,NFS,990,White,Beige,NA,NA,1x1,Crafting,,NA,NA,103,garden,living room,log,None,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrLogClockWall_Remake_3_0,3_0,4037,FppjfiWfciM7Lna2P
Lunar New Year decoration,,NA,NA,NA,NA,No,No,No,NA,None,2000,500,Red,Yellow,NA,NA,1x1,Nook Shopping Seasonal,,Lunar New Year,Yes,201,party,harmonious,None,None,None,No,House Door Decor,No,No lighting,Yes,Not in catalog,1.7.0,Yes,FtrDoorOrnamentShunsetsu,NA,14032,RmG33xQGrEpGxrAuS
macrame tapestry,,White,NA,NA,NA,No,No,No,NA,None,840,210,Beige,Beige,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_0_0,0_0,4119,xLHFMTMSb7wSuaj6i
macrame tapestry,,Green,NA,NA,NA,No,No,No,NA,None,840,210,Green,Green,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_1_0,1_0,4119,4SzJX5waNijmGpw9F
macrame tapestry,,Pink,NA,NA,NA,No,No,No,NA,None,840,210,Beige,Pink,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_2_0,2_0,4119,L8qkZyvoDRGY8Z8Ku
macrame tapestry,,Blue,NA,NA,NA,No,No,No,NA,None,840,210,Beige,Aqua,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,living room,None,None,None,None,No,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMacrametapestry_Remake_3_0,3_0,4119,4TuY3aK2s3LimFNoS
magnetic knife rack,,Stainless steel,NA,NA,NA,No,No,No,NA,None,1400,350,Gray,Black,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,kitchen,shop,None,None,None,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_0_0,0_0,4118,utM3v57qgymPACujB
magnetic knife rack,,Wooden,NA,NA,NA,No,No,No,NA,None,1400,350,Beige,Brown,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,kitchen,shop,None,None,None,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_1_0,1_0,4118,T74q3Ea6zWxcZQTEd
magnetic knife rack,,Pop,NA,NA,NA,No,No,No,NA,None,1400,350,Orange,Colorful,NA,NA,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,kitchen,shop,None,None,None,No,Kitchen Things,No,No lighting,No,For sale,1.0.0,Yes,FtrKniferackWall_Remake_2_0,2_0,4118,A2WGBqWHo9sA7tp2W
mantis-head model,,NA,NA,NA,NA,No,No,No,NA,None,1500,375,Green,Green,NA,NA,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,facility,None,None,None,None,No,Special Insect,No,No lighting,No,For sale,1.0.0,Yes,FtrInsectKamakiriFace,NA,11098,MB6ck2v9T8Y42ZyGR
mermaid wall clock,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,12290,Pink,Aqua,NA,NA,1x2,Crafting,,NA,NA,451,ocean,fancy,mermaid,None,Clock,No,Clock,No,No lighting,No,Not for sale,1.3.0,Yes,FtrMermaidclockWall,NA,12557,iPu6xLx3S2Tqniv8M
mobile,,Hot air balloons,NA,NA,NA,No,No,No,NA,None,780,195,Colorful,Colorful,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,Yes,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_0_0,0_0,9565,bMEzNi4ZSo3ZPyBnF
mobile,,Sheep,NA,NA,NA,No,No,No,NA,None,780,195,Colorful,Colorful,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,Yes,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_1_0,1_0,9565,9JEvGjWQrgL375ycv
mobile,,Ocean creatures,NA,NA,NA,No,No,No,NA,None,780,195,Colorful,Colorful,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,Yes,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_2_0,2_0,9565,mB2ar9nB67m6hTm7K
mobile,,Space,NA,NA,NA,No,No,No,NA,None,780,195,Colorful,Colorful,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,Yes,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_3_0,3_0,9565,7scDFwtSabzfahkvJ
mobile,,Gorgeous,NA,NA,NA,No,No,No,NA,None,780,195,Orange,Gray,NA,NA,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,NA,NA,151,child's room,fancy,None,None,None,Yes,Supplies,No,No lighting,No,For sale,1.0.0,Yes,FtrMobile_Remake_4_0,4_0,9565,GvgQ3SmQY4yvu8djk
Mom's art,,Still Life,Art,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Brown,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_0_0,0_0,7139,yo9motrTZdsi62wAq
Mom's art,,Street with Trees,Art,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Beige,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_1_0,1_0,7139,ngzzKQdyD9zhXaKMF
Mom's art,,Nostalgia,Art,NA,NA,No,Yes,No,1,Normal,NFS,88,White,Black,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_2_0,2_0,7139,xDMmWCHrvonjL5YGu
Mom's art,,Angel,Art,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Yellow,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_3_0,3_0,7139,22zuXPgM8uQw7CGeB
Mom's art,,Sweet Roses,Art,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Yellow,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_4_0,4_0,7139,3CMupS6GdJ9J2jJbt
Mom's art,,Field of Flowers,Art,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,White,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_5_0,5_0,7139,JqDA6bBmadaLF9cDZ
Mom's art,,Dog,Art,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Yellow,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_6_0,6_0,7139,ihDeH8TdgRtew8tEG
Mom's art,,Blooming,Art,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,White,NA,NA,1x1,Mom,Received in January in both Hemipsheres,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomArt_Remake_7_0,7_0,7139,nAHXRLWs3Lmpa8aH8
Mom's embroidery,,Flowers,Design,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Yellow,NA,NA,1x1,Mom,Received in February in the Northern Hemisphere and received in August in the Southern Hemisphere,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomEmbroidery_Remake_0_0,0_0,7145,TbXL3d8sfck28KBGM
Mom's embroidery,,Bird,Design,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Orange,NA,NA,1x1,Mom,Received in February in the Northern Hemisphere and received in August in the Southern Hemisphere,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomEmbroidery_Remake_1_0,1_0,7145,Y7DgNiXjdr7YgKCZ8
Mom's embroidery,,Bouquet,Design,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Brown,NA,NA,1x1,Mom,Received in February in the Northern Hemisphere and received in August in the Southern Hemisphere,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomEmbroidery_Remake_2_0,2_0,7145,gQCeqavpxLFdSGund
Mom's embroidery,,Girl,Design,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Pink,NA,NA,1x1,Mom,Received in February in the Northern Hemisphere and received in August in the Southern Hemisphere,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomEmbroidery_Remake_3_0,3_0,7145,y9QqngAQvRFHocS9M
Mom's embroidery,,Fairy tale,Design,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Green,NA,NA,1x1,Mom,Received in February in the Northern Hemisphere and received in August in the Southern Hemisphere,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomEmbroidery_Remake_4_0,4_0,7145,zRXaEpNJJSbKwB5s5
Mom's embroidery,,Trees,Design,NA,NA,No,Yes,No,1,Normal,NFS,88,Colorful,Brown,NA,NA,1x1,Mom,Received in February in the Northern Hemisphere and received in August in the Southern Hemisphere,NA,NA,365,living room,fancy,motherly,None,None,No,Supplies,No,No lighting,No,Not for sale,1.0.0,Yes,FtrMomEmbroidery_Remake_5_0,5_0,7145,CAY2n7EhQSME2AnSh
mounted black bass,,NA,NA,NA,NA,No,No,No,NA,None,1300,325,Green,Beige,NA,NA,1x0.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,ocean,facility,None,None,None,No,Special Fish,No,No lighting,No,For sale,1.0.0,Yes,FtrFishBlackbassWall,NA,11127,Qavtu3AuS8rgdNTEj
mounted blue marlin,,NA,NA,NA,NA,No,No,No,NA,None,5000,1250,Blue,Gray,NA,NA,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",NA,NA,151,ocean,facility,None,None,None,No,Special Fish,No,No lighting,No,For sale,1.0.0,Yes,FtrFishKajikiWall,NA,11128,2aHZtZ6kJewzjcPft
mum wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,720,Yellow,White,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathMum,NA,5467,R39eBwKXSm8iPLupv
mushroom wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,1500,Beige,Brown,NA,NA,1x1,Crafting,,mushrooms,Yes,201,garden,None,mush,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathMushroom,NA,4726,hEi3Kjr3joNZ9372X
My Melody clock,,NA,NA,NA,NA,No,No,No,NA,None,1000,250,Pink,White,NA,NA,1x1,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,201,fancy,None,My Melody,None,Clock,Yes,My Melody,No,No lighting,No,Not in catalog,1.9.0,Yes,FtrSanrioMymClockWall,NA,12266,NQNwNypLjQeNNKRrA
natural mum wreath,,NA,NA,NA,NA,Yes,No,No,NA,None,NFS,4800,Green,Green,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathMumRare,NA,5768,JApYT62qXnRJdrN6E
New Year's shimekazari,,NA,NA,NA,NA,No,No,No,NA,None,2000,500,Beige,Red,NA,NA,1x1,Nook Shopping Seasonal,,Shōgatsu (3),Yes,201,harmonious,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not in catalog,1.6.0,Yes,FtrDoorOrnamentWreathShimenawa,NA,13501,7fTNoE3agLXJCsXsX
Nook Inc. doorplate,,NA,NA,NA,NA,No,No,No,NA,None,1500,375,Green,Green,NA,NA,1x1,Nook Link,,NA,NA,431,living room,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.9.0,No,FtrDoorOrnamentNooklogo,NA,14250,AnbMEQxtHvMMXWEh3
Nook Inc. poster,,NA,NA,NA,NA,No,No,No,NA,None,640,160,Blue,Orange,NA,NA,2x1,Nook Link,,NA,NA,431,facility,living room,None,None,None,No,Office,No,No lighting,No,Not for sale,1.9.0,No,FtrNookPoster,NA,13315,sWc7nHcnfZ9t8ZRNY
orange wall-mounted clock,,Orange,Fruit type,NA,NA,Yes,Yes,No,3,Normal,NFS,2240,Orange,Orange,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,fruits,orange,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFruitsClockW_Remake_0_0,0_0,3976,DDTj9pSTogxWWT7xE
orange wall-mounted clock,,Blood orange,Fruit type,NA,NA,Yes,Yes,No,3,Normal,NFS,2240,Red,Red,NA,NA,1x1,Crafting,,NA,NA,103,fancy,None,fruits,orange,Clock,Yes,Clock,No,No lighting,No,Not for sale,1.0.0,Yes,FtrFruitsClockW_Remake_1_0,1_0,3976,r8wSzngNjYkGQ8qgv
ornament mobile,,Colorful,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,340,Colorful,Brown,NA,NA,1x1,Crafting,,ornaments,Yes,201,party,fancy,festive,None,None,Yes,Seasonal Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrOrnamentMobile_Remake_0_0,0_0,6818,EBJQx6sRmZMZMLpKr
ornament mobile,,Blue,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,340,Blue,Gray,NA,NA,1x1,Crafting,,ornaments,Yes,201,party,fancy,festive,None,None,Yes,Seasonal Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrOrnamentMobile_Remake_1_0,1_0,6818,MHGi8BfRedg39mzoF
ornament mobile,,Red,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,340,Red,White,NA,NA,1x1,Crafting,,ornaments,Yes,201,party,fancy,festive,None,None,Yes,Seasonal Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrOrnamentMobile_Remake_2_0,2_0,6818,sHPGXufduxR9NqX45
ornament mobile,,Pink,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,340,Pink,Pink,NA,NA,1x1,Crafting,,ornaments,Yes,201,party,fancy,festive,None,None,Yes,Seasonal Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrOrnamentMobile_Remake_3_0,3_0,6818,gkS5B5jzA6kEWjtXe
ornament mobile,,Gold,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,340,Yellow,Brown,NA,NA,1x1,Crafting,,ornaments,Yes,201,party,fancy,festive,None,None,Yes,Seasonal Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrOrnamentMobile_Remake_4_0,4_0,6818,nnXoHWxC58s7Q27MW
ornament mobile,,White,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,340,White,Gray,NA,NA,1x1,Crafting,,ornaments,Yes,201,party,fancy,festive,None,None,Yes,Seasonal Decor,No,No lighting,No,Not for sale,1.0.0,Yes,FtrOrnamentMobile_Remake_5_0,5_0,6818,beNExeXHRdJYaqwhQ
ornament wreath,,Blue,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,800,Aqua,Blue,NA,NA,1x1,Crafting,,ornaments,Yes,201,fancy,None,festive,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathOrnament_Remake_0_0,0_0,4377,wedAF6DvCg9onv4o9
ornament wreath,,Gold,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,800,Yellow,Orange,NA,NA,1x1,Crafting,,ornaments,Yes,201,fancy,None,festive,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathOrnament_Remake_1_0,1_0,4377,B75wAEeCnxH8NAkt9
ornament wreath,,Silver,Color,NA,NA,Yes,Yes,No,1,Normal,NFS,800,Gray,White,NA,NA,1x1,Crafting,,ornaments,Yes,201,fancy,None,festive,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,Yes,FtrDoorOrnamentWreathOrnament_Remake_2_0,2_0,4377,oFrZjY3NNn4HLxPKp
