Name,Image,Image SH,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Version Added,Unlocked?,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,DIY Icon Filename,DIY Icon Filename SH,Serial ID,Internal ID,Unique Entry ID
log wall-mounted clock,,NA,2,hardwood,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,4037,brown,FtrLogClockWall,NA,340,115,qAiYovJGN6oxwXWqY
lovely cosmos crown,,NA,4,pink cosmos,3,orange cosmos,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Equipment,5109,green,CapOrnamentCosmos2,NA,8207,250,ud57HYkDcb9fpS3jN
lucky gold cat,,NA,2,gold nugget,1,lucky cat,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,9814,gold,FtrManekinekoGold,NA,1107,578,bKrB5YcmewKR5AWot
lunar lander,,NA,10,star fragment,15,iron nugget,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1440,silver,FtrModule,NA,2225,386,jsL7MwKFFov5eWgcg
lunar rover,,NA,10,star fragment,10,iron nugget,4,old tire,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1442,silver,FtrMoonrover,NA,2226,373,bu2WXQC6ajuQYYejk
lunar surface,,NA,5,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Floors,4968,silver,RoomTexFloorLunar00,NA,2261,478,AbKXzqwJaJDmWnB9o
magazine rack,,NA,2,magazine,4,wood,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Miscellaneous,1032,yellow,FtrMagazinerack,NA,2110,413,8xG78nXxXkRwPuhqX
manga-library wall,,NA,10,magazine,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4838,yellow,RoomTexWallLibrary01,NA,2112,316,8JLp8kSxRMRChTXaT
manhole cover,,NA,3,iron nugget,,,,,,,,,,,NFS,200,800,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,144,dark gray,FtrManhole,NA,917,277,6Zi8pyz29evu2n464
maple-leaf pochette,,NA,6,maple leaf,,,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Equipment,7491,brown,BagShoulderMaple0,NA,4681,631,7uFqbJaQoW2doC3B3
maple-leaf pond stone,,NA,10,stone,3,maple leaf,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Housewares,7408,light gray,FtrStonewaterbowlAutumun,NA,821,512,eJQMX98oYAmryvgps
maple-leaf umbrella,,NA,7,maple leaf,,,,,,,,,,,NFS,200,NA,NA,Balloons,,maple leaves,Yes,1.0.0,Yes,0,Equipment,7169,brown,UmbrellaAutumn0,NA,4680,541,MWAN27apJPewSFHiR
matryoshka,,NA,5,softwood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,1652,brown,FtrMatryoshka,NA,461,403,ogWXGmNDThxbXqgMG
medicine,,NA,1,wasp nest,3,clump of weeds,,,,,,,,,NFS,200,NA,NA,All villagers (while stung),,NA,NA,1.0.0,Yes,0,Other,2777,white,ItemMedicine,NA,130,567,WLudgvjM44qWLprre
medium cardboard boxes,,NA,4,cardboard box,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,3411,yellow,FtrMovingboxM,NA,2135,610,Q9uBnt9n4okWbCgvg
mermaid bed,,NA,2,pearl,2,giant clam,5,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12558,white,FtrMermaidBedS,NA,3814,723,ALFTq4KukvjmL4fb5
mermaid chair,,NA,1,pearl,1,giant clam,2,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12562,white,FtrMermaidChairS,NA,3818,727,pxAiAq33Mhuwn4Hkt
mermaid closet,,NA,2,pearl,1,giant clam,2,coral,5,sand dollar,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12559,white,FtrMermaidClosetLR,NA,3815,724,MEWXBzYjapeoEe2gB
mermaid dresser,,NA,2,pearl,1,giant clam,3,coral,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12561,white,FtrMermaidChest,NA,3817,726,Cw5hY5Rw3H3Dbj8Qm
mermaid fence,,NA,1,pearl,5,coral,5,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,No,1.7.0,Yes,0,Other,14278,white,ItemFenceMermaid,NA,3890,776,x9XotaLpqFgcFeYBX
mermaid flooring,,NA,2,pearl,5,sand dollar,5,stone,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Floors,12568,white,RoomSpFloorMermaid00,NA,3861,730,x4MaMfyCjjfCbzaeX
mermaid lamp,,NA,1,pearl,3,conch,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12556,white,FtrMermaidLamp,NA,3813,721,uSZ9gNznb8Muv7m5N
mermaid rug,,NA,1,pearl,3,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Rugs,12563,white,RugOtherMermaidM00,NA,3871,728,RzoH6PAen4tofG5r4
mermaid screen,,NA,2,pearl,3,giant clam,5,sand dollar,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12555,white,FtrMermaidScreen,NA,3812,720,SpWcH5ZkBLmmPPhkh
mermaid shelf,,NA,1,pearl,1,giant clam,4,coral,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12553,white,FtrMermaidShelf,NA,3810,718,BefPY5x6qmfpw6LYR
mermaid sofa,,NA,1,pearl,10,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12560,white,FtrMermaidChairL,NA,3816,725,ZAkqmq4rpvqx8Yjsh
mermaid table,,NA,1,pearl,4,sand dollar,,,,,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12552,white,FtrMermaidTableM,NA,3809,717,28F4e6Qn9Ljk9bujY
mermaid vanity,,NA,1,pearl,1,giant clam,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Housewares,12554,white,FtrMermaidDresser,NA,3811,719,Ratk45mkyzj3MamAL
mermaid wall,,NA,2,pearl,2,sea snail,2,sand dollar,2,coral,2,giant clam,2,cowrie,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Wallpaper,12566,white,RoomSpWallMermaid00,NA,3850,729,iWw2Le7AvBey6icHL
mermaid wall clock,,NA,1,pearl,3,sea snail,2,coral,2,iron nugget,,,,,NFS,200,NA,NA,Pascal,,NA,NA,1.3.0,Yes,0,Wall-mounted,12557,white,FtrMermaidclockWall,NA,3830,722,5ofhYTXth4c5AKdau
mini DIY workbench,,NA,3,wood,3,hardwood,3,softwood,2,iron nugget,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,3122,brown,FtrWorkbenchS,NA,301,82,sLGJoXrKyqJ4bdhxb
modeling clay,,NA,2,clay,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Miscellaneous,7258,brick,FtrClaytoy,NA,700,574,Z7ycbJwgAh8HWaaSm
modern wood wall,,NA,5,wood,5,softwood,5,hardwood,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Wallpaper,4904,brown,RoomTexWallMixwood00,NA,520,320,LqPaTaPEXdwvFhGKC
money flooring,,NA,1,"50,000 Bells",,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,100,Floors,4986,yellow,RoomTexFloorBill00,NA,2190,473,6HtNgH3LKjQA5kxtg
moon,,NA,15,star fragment,1,large star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Housewares,1054,silver,FtrMoon,NA,2202,234,5GevvAMTu6Lf7ueyE
mossy garden rock,,NA,15,stone,15,clump of weeds,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,12208,light gray,FtrGardenrockMoss,NA,807,647,Fn45YxZCtsHx5u3t2
mountain standee,,NA,4,wood,5,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,532,brown,FtrHariboteMountain,NA,380,584,zAFMi693PuR7nPnMs
mum crown,,NA,2,red mums,2,yellow mums,2,white mums,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5117,green,CapOrnamentMum1,NA,8203,258,dm3bTGBfDYLSzWDHR
mum cushion,,NA,3,yellow mums,10,clump of weeds,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,50,Housewares,7232,green,FtrFlowerStoolS,NA,7801,505,fEBdSdvEG86vXefum
mum wreath,,NA,3,white mums,3,yellow mums,3,red mums,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is mums,NA,NA,1.0.0,Yes,50,Wall-mounted,5467,green,FtrDoorOrnamentWreathMum,NA,7843,231,LS93qbKCcMQLExqMG
mums wand,,NA,1,yellow mums,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5095,green,ToolStickChrysanthemum,NA,8271,531,jbWRPr9kP6jXS3SLW
mush lamp,,NA,1,skinny mushroom,5,clay,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,805,orange,FtrMushroomLamp,NA,5406,51,vTR3yJt55jtNGdprm
mush log,,NA,2,skinny mushroom,1,log stool,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3808,orange,FtrMushroomPulpwood,NA,5401,136,FMN3xak2uqjTCo47s
mush low stool,,NA,2,round mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,4708,orange,FtrMushroomChairS,NA,5400,220,RZwmANPWaM7jntL5R
mush parasol,,NA,3,flat mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3805,orange,FtrMushroomParasol,NA,5407,139,WwaYiBvDKvBJzD3Bg
mush partition,,NA,3,skinny mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,3806,orange,FtrMushroomScreen,NA,5408,138,J89MsT5JKW43XJ4r8
mush table,,NA,2,flat mushroom,6,wood,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Housewares,808,orange,FtrMushroomTableL,NA,5403,32,cECL9PSx9yNfPWNvW
mush umbrella,,NA,3,flat mushroom,,,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Equipment,7174,orange,UmbrellaMushroom0,NA,5480,648,PT3wRG87hdFbt8kgG
mush wall,,NA,1,elegant mushroom,1,round mushroom,1,skinny mushroom,1,flat mushroom,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Wallpaper,5164,orange,RoomTexWallMush00,NA,5451,308,6HKBjFrzRdfY5PArn
mushroom wand,,NA,3,skinny mushroom,3,star fragment,,,,,,,,,NFS,200,NA,NA,Balloons,,mushrooms,Yes,1.0.0,Yes,0,Tools,7588,orange,ToolStickMushroom,NA,5490,536,N9He3qRD3RjrqQeGG
mushroom wreath,,NA,10,tree branch,1,round mushroom,1,skinny mushroom,1,flat mushroom,,,,,NFS,200,NA,NA,Balloons; Isabelle,,mushrooms,Yes,1.0.0,Yes,0,Wall-mounted,4726,orange,FtrDoorOrnamentWreathMushroom,NA,5440,221,5XfaKLorByDHGp9pi
music stand,,NA,8,hardwood,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,0,Housewares,1058,brown,FtrMusicstand,NA,405,215,ZxTX2kZjDvZA3aT95
natural garden chair,,NA,6,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Peppy villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,2586,brown,FtrGardenChairNatural,NA,373,80,jaDD9msGTLXHRu2cB
natural garden table,,NA,9,hardwood,3,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,50% chance of being obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Housewares,3396,brown,FtrGardenTableNatural,NA,375,224,gRf7qMpExewtthEWH
natural mum wreath,,NA,10,green mums,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Wall-mounted,5768,green,FtrDoorOrnamentWreathMumRare,NA,7845,442,p7kG7qim9jPGSwxtz
natural square table,,NA,4,hardwood,2,iron nugget,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,0,Housewares,12332,brown,FtrGardenTableSNatural,NA,374,670,4nASdZyjax8qv3B8T
net,,NA,1,flimsy net,1,iron nugget,,,,,,,,,NFS,200,NA,NA,Pretty Good Tools Recipes,Purchase Pretty Good Tools Recipes via Nook Miles Redemption,NA,NA,1.0.0,Yes,0,Tools,5784,beige,ToolNetNormal,NA,108,283,FZBFrFQRtepzzWPFp
nova light,,NA,5,star fragment,,,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Miscellaneous,6826,silver,FtrStarLamp,NA,2200,429,5RHPeNZ2mgin65Ny5
ocarina,,NA,5,clay,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Other,5320,brick,ToolOcarina,NA,133,218,QzhL3j8Tgv2cNDZQe
oil-barrel bathtub,,NA,1,oil barrel,1,campfire,2,stone,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Housewares,3819,yellow,FtrDrumcanbath,NA,2150,394,kvTajEX5oeZ2DDyjt
old-fashioned washtub,,NA,3,softwood,,,,,,,,,,,NFS,200,NA,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,NA,NA,1.0.0,Yes,0,Miscellaneous,4393,brown,FtrWashtub,NA,464,195,ebzFXSHFr3vGLoDSb
orange dress,,NA,8,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,3288,orange,TopsTexOnepieceAlineNOrange,NA,1382,626,kdDWtuakgMkxF8ohK
orange end table,,NA,10,orange,4,wood,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,NA,NA,1.0.0,Yes,100,Housewares,3975,orange,FtrFruitsTableS,NA,1300,185,XsnyjhPAFhghBQj7r
orange hat,,NA,5,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,5275,orange,CapHatOrange,NA,1381,624,yqpHcrzwzywbANi6S
orange rug,,NA,6,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Rugs,7330,orange,RugOtherOrangeM00,NA,1370,544,ACfErxWo9j2zKTe47
orange umbrella,,NA,7,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Equipment,6912,orange,UmbrellaOrange0,NA,1380,625,ZFxY5TXjBeThpDkjy
orange wall,,NA,20,orange,,,,,,,,,,,NFS,200,NA,NA,Lazy villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4915,orange,RoomTexWallOrange00,NA,1350,303,8rnfwGyLMaw5FTMQb
orange wall-mounted clock,,NA,10,orange,2,wood,,,,,,,,,NFS,200,NA,NA,Lazy villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is oranges,NA,NA,1.0.0,Yes,100,Wall-mounted,3976,orange,FtrFruitsClockW,NA,1330,184,rJaAL5N8CQQ5dPd9y
ornament mobile,,NA,1,red ornament,1,blue ornament,1,gold ornament,4,tree branch,,,,,NFS,200,NA,NA,Balloons,,ornaments,Yes,1.0.0,Yes,0,Wall-mounted,6818,white,FtrOrnamentMobile,NA,7430,433,RaotMSgnPsgG6PKLu
ornament wreath,,NA,6,blue ornament,2,gold ornament,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,ornaments,Yes,1.0.0,Yes,0,Wall-mounted,4377,white,FtrDoorOrnamentWreathOrnament,NA,7440,226,rLcgugWkG2sntC7Lh
outdoor bath,,NA,20,stone,1,shovel,,,,,,,,,NFS,200,3000,Nook Miles,Nook Miles Redemption,,NA,NA,1.0.0,Yes,0,Housewares,1111,light gray,FtrOpenairbath,NA,812,410,9odpMYcPqYJvqQ9qs
outdoor picnic set,,NA,10,cherry-blossom petal,,,,,,,,,,,NFS,200,NA,NA,Balloons; Isabelle,,cherry-blossom petals,Yes,1.0.0,Yes,0,Housewares,6033,pink,FtrSakuraPicnicset,NA,3403,422,uG5LkajvrX63DoMwC
palm-tree lamp,,NA,4,coconut,4,wood,4,clay,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,7259,green,FtrPalmtreelamp,NA,1801,575,FcvtqX5qPrfTkDm7Z
pan flute,,NA,7,young spring bamboo,,,,,,,,,,,NFS,200,NA,NA,Balloons,,young spring bamboo,Yes,1.0.0,Yes,0,Other,5517,green,ToolPanpipe,NA,134,398,oEeGqoaMP9XdQE3NF
pansy crown,,NA,2,red pansies,2,yellow pansies,2,white pansies,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,0,Equipment,5105,green,CapOrnamentPansy1,NA,8217,246,X8taQdT4nzX6wvY3S
pansy table,,NA,5,yellow pansies,3,hardwood,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,50,Housewares,7237,green,FtrFlowerTableS,NA,7805,516,7iYZ6YuJGjETcGF8A
pansy wand,,NA,1,yellow pansies,3,star fragment,,,,,,,,,NFS,200,NA,NA,Celeste,,NA,NA,1.0.0,Yes,0,Tools,5091,green,ToolStickPansy,NA,8275,527,5NPaTGzE9ZCAryFmE
pansy wreath,,NA,3,yellow pansies,3,white pansies,3,red pansies,,,,,,,NFS,200,NA,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is pansies,NA,NA,1.0.0,Yes,50,Wall-mounted,5466,green,FtrDoorOrnamentWreathPansy,NA,7857,230,qPZnLEKoAZbQxXQiG
paw-print doorplate,,NA,3,wood,,,,,,,,,,,NFS,200,NA,NA,Peppy villagers,,NA,NA,1.0.0,Yes,50,Wall-mounted,5716,brown,FtrDoorOrnamentPaw,NA,501,466,S3f74cedig2pCxFHu
peach chair,,NA,10,peach,5,wood,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is peaches,NA,NA,1.0.0,Yes,100,Housewares,4127,pink,FtrFruitsChairPeach,NA,1500,187,nCJGnLxvqbshrxxxD
peach dress,,NA,8,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Equipment,9839,pink,TopsTexOnepieceAlineNPeach0,NA,1582,618,zmPZEvBG6yYGmeFBx
peach hat,,NA,5,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Equipment,9874,pink,CapHatPeach0,NA,1581,619,iSQTJwDAeiFowjbt5
peach rug,,NA,6,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Rugs,7331,pink,RugOtherPeachM00,NA,1570,545,qYQTQktpoWBckW63d
peach surprise box,,NA,10,peach,4,softwood,,,,,,,,,NFS,200,NA,NA,Normal villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is peaches,NA,NA,1.0.0,Yes,100,Miscellaneous,4128,pink,FtrFruitsBox,NA,1501,188,47GdZP9FTse2XqXCv
peach umbrella,,NA,7,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Equipment,9947,pink,UmbrellaPeach0,NA,1580,620,bpoAgczMK3d6dmtte
peach wall,,NA,20,peach,,,,,,,,,,,NFS,200,NA,NA,Normal villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4918,pink,RoomTexWallPeach00,NA,1550,306,EtpBMH46crTvLrLrn
pear bed,,NA,10,pear,6,softwood,,,,,,,,,NFS,200,NA,NA,Jock villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is pears,NA,NA,1.0.0,Yes,100,Housewares,4546,green,FtrFruitsBedS,NA,1601,186,cGN8QeEJjgtfZJnqv
pear dress,,NA,8,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Equipment,9837,green,TopsTexOnepieceAlineNPear0,NA,1682,615,Gc8pnkWgCZcMbeJnk
pear hat,,NA,5,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Equipment,9872,green,CapHatPear0,NA,1681,616,u6hqbCNXEpdwk5TyW
pear rug,,NA,6,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Rugs,7332,green,RugOtherPearM00,NA,1670,546,eEcepcMqPiijQzjta
pear umbrella,,NA,7,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Equipment,9950,green,UmbrellaPear0,NA,1680,617,Z4yN2HWQNGM9HYBZo
pear wall,,NA,20,pear,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,100,Wallpaper,4917,green,RoomTexWallPear00,NA,1650,305,es6hFYQ5DneXyj8od
pear wardrobe,,NA,10,pear,5,wood,,,,,,,,,NFS,200,NA,NA,Jock villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is pears,NA,NA,1.0.0,Yes,100,Housewares,1263,green,FtrFruitsClosetLR,NA,1600,9,ruECmxoLmFHpjeKau
pile of leaves,,NA,3,pine cone,5,clump of weeds,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Housewares,1023,brown,FtrFallenleaves,NA,4602,586,4DfamX3gvgQKPaGYi
pile of zen cushions,,NA,3,zen cushion,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,100,Housewares,7048,yellow,FtrCushionJapanPile,NA,2140,521,2CGSv5apJjzb9AZS5
pine bonsai tree,,NA,8,pine cone,5,clay,,,,,,,,,NFS,200,NA,NA,Balloons,,acorns and pine cones,Yes,1.0.0,Yes,0,Miscellaneous,3802,brown,FtrBonsaiPine,NA,4610,592,ifZ8RQ4kxXgJawABR
Pisces lamp,,NA,3,star fragment,2,Pisces fragment,2,gold nugget,4,stone,,,,,NFS,200,NA,NA,Celeste,,Pisces,Yes,1.0.0,Yes,0,Housewares,5963,silver,FtrZodiacPisces,NA,2311,399,WkqrKtCEaK8GTwQ6L
pitfall seed,,NA,4,clump of weeds,6,tree branch,,,,,,,,,NFS,200,NA,NA,Jock villagers,Also obtained from digging up an existing pitfall,NA,NA,1.0.0,Yes,100,Other,2578,green,PitfallSeed,NA,135,264,QB33ur4L2mq5CvL4X
plain sink,,NA,6,wood,4,clay,1,iron nugget,,,,,,,NFS,200,NA,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,NA,NA,1.0.0,Yes,0,Housewares,3683,brown,FtrWashstandBowl,NA,371,174,2ep7S8GmDoqMHTzTo
plain wooden shop sign,,NA,6,wood,,,,,,,,,,,NFS,200,NA,NA,Jock villagers,,NA,NA,1.0.0,Yes,0,Housewares,3692,brown,FtrSignWood,NA,372,166,q5Gq6yTqh25mfP83A
pond stone,,NA,10,stone,,,,,,,,,,,NFS,200,NA,NA,Snooty villagers,,NA,NA,1.0.0,Yes,0,Housewares,7393,light gray,FtrStonewaterbowl,NA,819,513,LqSfpSHJgQyAJDHkJ
pot,,NA,5,clay,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers; Tom Nook,Obtained during the main storyline during the villager house development quest,NA,NA,1.0.0,Yes,0,Miscellaneous,2559,brick,FtrKame,NA,703,37,4kNto6azXBJEzDZvA
potted ivy,,NA,5,clump of weeds,5,clay,,,,,,,,,NFS,200,NA,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,NA,NA,1.0.0,Yes,0,Wall-mounted,3785,green,FtrLeafWall,NA,1231,214,PRZpskqoyoPoT6g3c
pretty cosmos wreath,,NA,3,orange cosmos,3,pink cosmos,3,red cosmos,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Wall-mounted,5745,green,FtrDoorOrnamentWreathCosmosMix,NA,7847,445,sSXrhgXnaQfP53KFk
pretty tulip wreath,,NA,3,orange tulips,3,pink tulips,3,purple tulips,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,100,Wall-mounted,5751,green,FtrDoorOrnamentWreathTulipMix,NA,7850,361,z4k9YXZrLp9x6TXXF
purple hyacinth crown,,NA,6,purple hyacinths,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5098,green,CapOrnamentHyacinth3,NA,8222,239,aHwaJQnuBTPrrjRtM
purple hyacinth wreath,,NA,10,purple hyacinths,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Wall-mounted,5769,green,FtrDoorOrnamentWreathHyacinthRare,NA,7862,452,QXWyxbAncQeicP3xY
purple pansy crown,,NA,6,purple pansies,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5107,green,CapOrnamentPansy3,NA,8219,248,NJ8nZjXNYWmYkzzGA
purple windflower crown,,NA,6,purple windflowers,,,,,,,,,,,NFS,200,NA,NA,All villagers,,NA,NA,1.0.0,Yes,200,Equipment,5101,green,CapOrnamentAnemone3,NA,8202,242,kz9eW99mbZKy5QZSA
raccoon figurine,,NA,6,clay,,,,,,,,,,,NFS,200,NA,NA,Cranky villagers,,NA,NA,1.0.0,Yes,0,Housewares,7452,brick,FtrOrnamentTanuki,NA,705,520,c3iADXgcRcQv3cTF3
rainbow feather,,NA,1,red feather,1,blue feather,1,green feather,1,purple feather,,,,,NFS,200,NA,NA,Pavé,Talk to Pavé during the Festivale event,Festivale,Yes,1.7.0,Yes,0,Other,3548,yellow,FeatherRainbow,NA,7690,755,BXQ4FMQPBSYP7THhq
